,Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Cost Price
240,Second Class,Consumer,Chicago,Illinois,Central,Technology,Phones,31.984,2,0.2,11.1944,12.47376
241,Second Class,Consumer,Chicago,Illinois,Central,Furniture,Tables,177.225,5,0.5,-120.51299999999999,89.32140000000001
242,Second Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,4.044,3,0.6,-2.8308,3.66656
243,Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Art,7.4079999999999995,2,0.2,1.2038,3.7225199999999994
244,Second Class,Home Office,Lakeville,Minnesota,Central,Furniture,Chairs,2001.86,7,0.0,580.5394,203.0458
245,Second Class,Home Office,Lakeville,Minnesota,Central,Office Supplies,Storage,166.72,2,0.0,41.68,62.519999999999996
246,Second Class,Home Office,Lakeville,Minnesota,Central,Office Supplies,Paper,47.88,6,0.0,23.94,3.99
247,Second Class,Home Office,Lakeville,Minnesota,Central,Office Supplies,Appliances,1503.25,5,0.0,496.0725,201.4355
248,Second Class,Home Office,Lakeville,Minnesota,Central,Office Supplies,Paper,25.92,4,0.0,12.4416,3.3696000000000006
249,Second Class,Consumer,San Francisco,California,West,Furniture,Chairs,321.568,2,0.2,28.1372,176.05847999999997
250,Standard Class,Consumer,San Diego,California,West,Office Supplies,Paper,7.61,1,0.0,3.5767,4.0333000000000006
251,Standard Class,Consumer,San Diego,California,West,Technology,Accessories,3347.37,13,0.0,636.0003,208.56689999999998
252,First Class,Consumer,New York City,New York,East,Office Supplies,Storage,80.58,6,0.0,22.5624,9.6696
253,First Class,Consumer,New York City,New York,East,Office Supplies,Envelopes,361.92,4,0.0,162.864,49.764
254,Standard Class,Corporate,Chicago,Illinois,Central,Furniture,Furnishings,12.132,9,0.6,-8.4924,3.6665600000000005
255,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,82.368,2,0.2,-19.5624,61.15823999999999
256,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,53.92,5,0.2,4.044,11.97024
257,Standard Class,Corporate,Chicago,Illinois,Central,Technology,Phones,647.904,6,0.2,56.6916,118.24247999999999
258,Second Class,Consumer,New York City,New York,East,Technology,Accessories,20.37,3,0.0,6.9258,4.481400000000001
259,Second Class,Consumer,New York City,New York,East,Office Supplies,Storage,221.55,3,0.0,6.6465,71.6345
260,Second Class,Consumer,New York City,New York,East,Office Supplies,Binders,17.52,5,0.2,6.132000000000001,2.7331199999999995
261,Standard Class,Corporate,Pasadena,Texas,Central,Office Supplies,Appliances,1.624,2,0.8,-4.466,5.481
262,Second Class,Corporate,Houston,Texas,Central,Technology,Machines,3059.982,3,0.4,-509.99699999999996,1665.9901999999997
263,Second Class,Corporate,Houston,Texas,Central,Technology,Machines,2519.958,7,0.4,-251.9958,554.39076
264,Standard Class,Consumer,Chicago,Illinois,Central,Technology,Phones,328.224,4,0.2,28.7196,89.85131999999999
265,Standard Class,Consumer,Brentwood,California,West,Technology,Accessories,79.9,2,0.0,35.156,22.372000000000003
266,Standard Class,Corporate,Chapel Hill,North Carolina,South,Office Supplies,Art,14.015999999999998,3,0.2,4.7304,3.7142399999999993
267,Standard Class,Consumer,Morristown,New Jersey,East,Office Supplies,Fasteners,7.56,6,0.0,0.3024,1.2096
268,Standard Class,Corporate,Cincinnati,Ohio,East,Office Supplies,Storage,37.208,1,0.2,-7.4416,53.579519999999995
269,Standard Class,Corporate,Cincinnati,Ohio,East,Office Supplies,Envelopes,57.576,3,0.2,21.590999999999998,14.393999999999998
270,Second Class,Corporate,San Francisco,California,West,Office Supplies,Storage,725.84,4,0.0,210.4936,128.8366
271,First Class,Consumer,San Francisco,California,West,Technology,Accessories,209.93,7,0.0,92.3692,16.7944
272,First Class,Consumer,San Francisco,California,West,Furniture,Furnishings,5.28,3,0.0,2.3232,0.9856000000000001
273,First Class,Consumer,San Francisco,California,West,Office Supplies,Binders,10.92,3,0.2,4.095,2.73
274,First Class,Corporate,Inglewood,California,West,Office Supplies,Paper,8.82,2,0.0,4.0572,2.3814
275,First Class,Corporate,Inglewood,California,West,Office Supplies,Art,5.98,1,0.0,1.5548,4.4252
276,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,11.648,2,0.2,4.0768,4.542719999999999
277,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,18.176,4,0.2,5.9072,3.6806399999999995
278,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,59.711999999999996,6,0.2,5.9712,10.748159999999999
279,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Labels,24.84,3,0.2,8.693999999999999,6.4584
280,Second Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,2.08,5,0.8,-3.432,1.98432
281,Second Class,Consumer,Houston,Texas,Central,Technology,Phones,1114.4,7,0.2,376.11,126.56400000000001
282,Standard Class,Consumer,Los Angeles,California,West,Furniture,Tables,1038.84,5,0.2,51.942,236.85551999999996
283,Standard Class,Consumer,Portland,Oregon,West,Office Supplies,Paper,141.76,5,0.2,47.843999999999994,22.53984
284,Standard Class,Consumer,Portland,Oregon,West,Technology,Accessories,239.8,5,0.2,47.96,46.0416
285,Standard Class,Consumer,Portland,Oregon,West,Office Supplies,Paper,31.104,6,0.2,10.8864,4.043519999999999
286,Second Class,Corporate,Tamarac,Florida,South,Office Supplies,Binders,254.058,7,0.7,-169.372,102.833
287,Second Class,Corporate,Tamarac,Florida,South,Office Supplies,Appliances,194.528,2,0.2,24.316,102.12719999999999
288,Second Class,Corporate,Tamarac,Florida,South,Office Supplies,Supplies,961.48,5,0.2,-204.3145,279.79067999999995
289,Second Class,Home Office,Columbus,Ohio,East,Office Supplies,Fasteners,19.096,7,0.2,6.6836,2.12784
290,Second Class,Home Office,Columbus,Ohio,East,Office Supplies,Labels,18.496,8,0.2,6.2424,1.8380399999999997
291,Second Class,Home Office,Columbus,Ohio,East,Technology,Accessories,255.984,2,0.2,54.3966,120.95244
292,Second Class,Home Office,Columbus,Ohio,East,Furniture,Bookcases,86.97,3,0.5,-48.7032,67.8366
293,First Class,Corporate,Colorado Springs,Colorado,West,Furniture,Furnishings,300.416,8,0.2,78.8592,33.23352
294,First Class,Corporate,Colorado Springs,Colorado,West,Furniture,Chairs,230.352,3,0.2,20.1558,84.07848
295,First Class,Corporate,Colorado Springs,Colorado,West,Furniture,Furnishings,218.352,3,0.2,-24.5646,97.16664
296,First Class,Corporate,Colorado Springs,Colorado,West,Office Supplies,Binders,78.6,5,0.7,-62.88,48.1032
297,First Class,Corporate,Colorado Springs,Colorado,West,Office Supplies,Fasteners,27.552,3,0.2,9.2988,7.301279999999999
298,Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Paper,32.4,5,0.0,15.552,3.3695999999999997
299,Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Storage,1082.48,8,0.0,10.8248,133.9569
300,Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Paper,56.91,3,0.0,27.3168,9.864399999999998
301,Standard Class,Corporate,Belleville,New Jersey,East,Furniture,Furnishings,77.6,4,0.0,38.024,9.893999999999998
302,Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Binders,14.28,1,0.0,6.5688,7.711199999999999
303,Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Tables,219.075,3,0.5,-131.445,175.26
304,Second Class,Corporate,New York City,New York,East,Furniture,Furnishings,26.8,2,0.0,12.864,6.968
305,Standard Class,Corporate,Taylor,Michigan,Central,Office Supplies,Art,9.84,3,0.0,2.8536,2.3287999999999998
306,Standard Class,Home Office,Lakewood,New Jersey,East,Office Supplies,Binders,45.48,3,0.0,20.9208,8.186399999999999
307,Standard Class,Home Office,Lakewood,New Jersey,East,Office Supplies,Art,289.2,6,0.0,83.868,34.222
308,First Class,Consumer,Arlington,Virginia,South,Office Supplies,Art,4.89,1,0.0,2.0049,2.8850999999999996
309,Second Class,Corporate,Arvada,Colorado,West,Furniture,Furnishings,15.136,4,0.2,3.5948,3.46236
310,Second Class,Corporate,Arvada,Colorado,West,Furniture,Chairs,466.76800000000003,2,0.2,52.5114,248.55396000000002
311,Second Class,Corporate,Arvada,Colorado,West,Furniture,Furnishings,15.232000000000001,1,0.2,1.7136,16.222080000000002
312,Second Class,Corporate,Arvada,Colorado,West,Office Supplies,Labels,6.263999999999999,3,0.2,2.0358,1.6912799999999997
313,Standard Class,Corporate,Hackensack,New Jersey,East,Furniture,Furnishings,87.54,3,0.0,37.6422,16.6326
314,Standard Class,Corporate,Saint Petersburg,Florida,South,Technology,Phones,178.38400000000001,2,0.2,22.298000000000002,93.6516
315,Standard Class,Corporate,Saint Petersburg,Florida,South,Office Supplies,Paper,15.552,3,0.2,5.4432,4.043519999999999
316,First Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,99.13600000000001,4,0.2,8.6744,27.13848
317,Standard Class,Home Office,New York City,New York,East,Furniture,Chairs,135.882,1,0.1,24.1568,122.89772
318,Standard Class,Home Office,New York City,New York,East,Technology,Machines,3991.98,2,0.0,1995.99,997.995
319,Standard Class,Home Office,New York City,New York,East,Technology,Phones,275.94,6,0.0,80.0226,32.652899999999995
320,Standard Class,Home Office,New York City,New York,East,Technology,Accessories,360.0,4,0.0,129.6,57.6
321,Standard Class,Home Office,New York City,New York,East,Office Supplies,Storage,43.57,1,0.0,13.071,30.499000000000002
322,Standard Class,Corporate,Long Beach,California,West,Office Supplies,Fasteners,7.16,2,0.0,3.58,1.79
323,Standard Class,Corporate,Hesperia,California,West,Office Supplies,Binders,251.52,6,0.2,81.744,33.955200000000005
324,Standard Class,Corporate,Hesperia,California,West,Technology,Accessories,99.99,1,0.0,34.9965,64.9935
325,Second Class,Corporate,Murfreesboro,Tennessee,South,Furniture,Furnishings,15.992,1,0.2,0.9995,17.991
326,First Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,290.89799999999997,3,0.4,-67.8762,167.42795999999996
327,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,54.224,2,0.2,3.389,30.500999999999994
328,First Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,786.7439999999999,4,0.3,-258.5016,339.70482
329,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,100.24,10,0.2,33.830999999999996,7.969079999999999
330,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,37.764,6,0.7,-27.6936,18.546319999999998
331,Second Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,82.8,2,0.4,-20.7,72.44999999999999
332,Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,20.724,2,0.7,-13.815999999999999,29.358999999999998
333,Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,4.896,3,0.7,-3.4272,4.71648
334,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,4.752,1,0.2,1.6038,3.77784
335,Second Class,Consumer,Los Angeles,California,West,Technology,Copiers,959.9839999999999,2,0.2,335.9944,374.39375999999993
336,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,14.368,4,0.2,4.49,2.9634
337,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Binders,7.712000000000001,2,0.2,2.7956,2.9498400000000005
338,Standard Class,Corporate,San Francisco,California,West,Furniture,Tables,698.352,3,0.2,-17.4588,286.32432
339,Second Class,Consumer,Layton,Utah,West,Office Supplies,Fasteners,4.96,4,0.0,2.3312,0.6572
340,Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,17.855999999999998,4,0.2,1.1159999999999999,5.021999999999999
341,Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,509.97,10,0.7,-407.976,156.05082
342,Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,30.991999999999997,13,0.2,10.0724,1.9310399999999996
343,Second Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,71.928,12,0.4,8.3916,7.412579999999999
344,Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Storage,88.8,4,0.2,-2.22,27.305999999999997
345,Standard Class,Consumer,San Francisco,California,West,Technology,Phones,47.976000000000006,3,0.2,4.7976,17.27136
346,Standard Class,Consumer,Lowell,Massachusetts,East,Office Supplies,Art,7.56,3,0.0,3.0996,1.4868
347,Standard Class,Consumer,Lowell,Massachusetts,East,Office Supplies,Paper,24.56,2,0.0,11.5432,6.508399999999999
348,Standard Class,Consumer,Lowell,Massachusetts,East,Office Supplies,Art,12.96,2,0.0,4.1472,4.4064000000000005
349,First Class,Home Office,New York City,New York,East,Technology,Accessories,6.79,1,0.0,2.3086,4.4814
350,First Class,Home Office,New York City,New York,East,Office Supplies,Paper,24.56,2,0.0,11.5432,6.508399999999999
351,First Class,Home Office,New York City,New York,East,Office Supplies,Binders,3.048,1,0.2,1.0668,2.37744
352,First Class,Home Office,New York City,New York,East,Office Supplies,Paper,49.12,4,0.0,23.0864,6.508399999999999
353,First Class,Home Office,New York City,New York,East,Office Supplies,Binders,4355.168,4,0.2,1415.4296,881.9215199999999
354,Standard Class,Consumer,New York City,New York,East,Furniture,Bookcases,388.704,6,0.2,-4.8588,78.71256
355,Standard Class,Consumer,New York City,New York,East,Office Supplies,Envelopes,8.26,2,0.0,3.7996,2.2302
356,Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,17.04,4,0.0,6.9864,2.5134
357,Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,34.4,5,0.0,15.824000000000002,3.7151999999999994
358,Standard Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Paper,36.24,5,0.2,11.325,5.9796000000000005
359,First Class,Corporate,Columbus,Georgia,South,Office Supplies,Appliances,647.84,8,0.0,168.4384,59.925200000000004
360,First Class,Corporate,Columbus,Georgia,South,Office Supplies,Labels,20.7,2,0.0,9.936,5.382
361,Standard Class,Consumer,New York City,New York,East,Office Supplies,Labels,20.7,2,0.0,9.936,5.382
362,Standard Class,Consumer,New York City,New York,East,Furniture,Chairs,488.64599999999996,3,0.1,86.8704,147.31772
363,Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,5.56,2,0.0,1.4456,2.0572
364,Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,47.12,8,0.0,20.7328,3.2983999999999996
365,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Storage,211.96,4,0.0,8.4784,50.870400000000004
366,Same Day,Corporate,Manchester,Connecticut,East,Office Supplies,Binders,23.2,4,0.0,10.44,3.19
367,Same Day,Corporate,Manchester,Connecticut,East,Office Supplies,Supplies,7.36,2,0.0,0.1472,3.6064000000000003
368,Same Day,Corporate,Manchester,Connecticut,East,Office Supplies,Storage,104.79,7,0.0,29.3412,10.778400000000001
369,Same Day,Corporate,Manchester,Connecticut,East,Furniture,Bookcases,1043.92,4,0.0,271.4192,193.1252
370,Standard Class,Consumer,Harlingen,Texas,Central,Office Supplies,Paper,25.92,5,0.2,9.396,3.96576
371,Standard Class,Consumer,Harlingen,Texas,Central,Office Supplies,Storage,53.424,3,0.2,4.6746,19.49976
372,Standard Class,Consumer,Tucson,Arizona,West,Office Supplies,Binders,8.16,5,0.7,-5.712000000000001,4.71648
373,Standard Class,Consumer,Tucson,Arizona,West,Technology,Accessories,1023.936,8,0.2,179.1888,126.71208
374,Standard Class,Consumer,Tucson,Arizona,West,Office Supplies,Art,9.24,1,0.2,0.924,9.9792
375,Standard Class,Consumer,Tucson,Arizona,West,Technology,Accessories,479.04,10,0.2,-29.94,61.077600000000004
376,First Class,Corporate,Quincy,Illinois,Central,Office Supplies,Paper,99.13600000000001,4,0.2,30.98,20.4468
377,Standard Class,Corporate,Franklin,Massachusetts,East,Furniture,Tables,1488.424,7,0.3,-297.6848,331.70592
378,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Appliances,8.652000000000001,3,0.8,-20.3322,17.390520000000002
379,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,23.831999999999997,3,0.2,2.6811,8.460359999999998
380,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,12.175999999999998,4,0.8,-18.8728,13.971960000000001
381,First Class,Corporate,San Francisco,California,West,Office Supplies,Paper,50.96,7,0.0,25.48,3.64
382,First Class,Corporate,San Francisco,California,West,Office Supplies,Binders,49.536,3,0.2,17.3376,12.879360000000004
383,Second Class,Corporate,Taylor,Michigan,Central,Technology,Accessories,41.9,2,0.0,8.799,16.5505
384,Standard Class,Consumer,Pembroke Pines,Florida,South,Furniture,Tables,375.4575,3,0.45,-157.0095,257.35905
385,Standard Class,Consumer,Pembroke Pines,Florida,South,Technology,Accessories,83.976,3,0.2,-1.0497,34.010279999999995
386,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Machines,482.34,4,0.7,-337.63800000000003,348.49065
387,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,2.96,1,0.2,0.777,2.6195999999999997
388,First Class,Consumer,Cincinnati,Ohio,East,Office Supplies,Art,2.6239999999999997,1,0.2,0.4264,2.6371199999999995
389,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,23.36,4,0.2,7.8839999999999995,4.642799999999999
390,Standard Class,Consumer,New York City,New York,East,Technology,Accessories,39.98,2,0.0,13.5932,13.193399999999999
391,Second Class,Consumer,Des Moines,Washington,West,Technology,Phones,246.38400000000001,2,0.2,27.7182,131.19948
392,Second Class,Consumer,Des Moines,Washington,West,Technology,Copiers,1799.97,3,0.0,701.9883,365.9939
393,Second Class,Corporate,Peoria,Illinois,Central,Office Supplies,Binders,12.462,3,0.8,-20.5623,19.81458
394,Standard Class,Home Office,Las Vegas,Nevada,West,Office Supplies,Binders,75.792,3,0.2,25.5798,20.084880000000002
395,Second Class,Corporate,Warwick,Rhode Island,East,Office Supplies,Storage,49.96,2,0.0,9.4924,20.233800000000002
396,Second Class,Corporate,Warwick,Rhode Island,East,Office Supplies,Paper,12.96,2,0.0,6.2208,3.3696000000000006
397,Standard Class,Home Office,Jackson,Michigan,Central,Office Supplies,Supplies,70.12,4,0.0,21.035999999999998,12.271
398,Second Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,35.952,3,0.2,3.5952,12.94272
